tensor,expert,source,target,saved_mb,snr_db,freq,class,quality_risk,crush_score
blk.36.ffn_down_exps.weight,147,Q3_K,Q2_K,0.106,75.75,29,HOT,0.02928,3.620206
blk.6.ffn_up_exps.weight,148,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.7.ffn_up_exps.weight,8,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.8.ffn_gate_exps.weight,39,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.8.ffn_gate_exps.weight,80,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.8.ffn_up_exps.weight,80,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.9.ffn_gate_exps.weight,107,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.9.ffn_gate_exps.weight,189,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.9.ffn_up_exps.weight,189,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.12.ffn_up_exps.weight,135,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.13.ffn_gate_exps.weight,110,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.14.ffn_gate_exps.weight,247,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.17.ffn_up_exps.weight,243,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.18.ffn_up_exps.weight,136,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.20.ffn_gate_exps.weight,229,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.21.ffn_up_exps.weight,154,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.23.ffn_gate_exps.weight,25,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.23.ffn_gate_exps.weight,88,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.23.ffn_up_exps.weight,25,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.26.ffn_gate_exps.weight,35,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.26.ffn_up_exps.weight,90,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.27.ffn_gate_exps.weight,159,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.28.ffn_up_exps.weight,143,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.28.ffn_up_exps.weight,153,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.28.ffn_up_exps.weight,220,IQ3_S,Q2_K,0.106,77.36,41,HOT,0.02928,3.620141
blk.14.ffn_down_exps.weight,93,Q3_K,Q2_K,0.106,76.03,31,HOT,0.02929,3.619583
blk.26.ffn_gate_exps.weight,171,IQ3_S,Q2_K,0.106,77.23,40,HOT,0.02929,3.619504
blk.26.ffn_up_exps.weight,171,IQ3_S,Q2_K,0.106,77.23,40,HOT,0.02929,3.619504
blk.11.ffn_down_exps.weight,67,Q3_K,Q2_K,0.106,75.6,28,HOT,0.02929,3.619405
blk.36.ffn_down_exps.weight,127,Q3_K,Q2_K,0.106,75.6,28,HOT,0.02929,3.619405
blk.39.ffn_down_exps.weight,122,Q3_K,Q2_K,0.106,76.71,36,HOT,0.02929,3.619252
blk.5.ffn_down_exps.weight,197,Q3_K,Q2_K,0.106,75.74,29,HOT,0.0293,3.618714
blk.26.ffn_down_exps.weight,179,Q3_K,Q2_K,0.106,75.74,29,HOT,0.0293,3.618714
blk.32.ffn_down_exps.weight,71,Q3_K,Q2_K,0.106,75.74,29,HOT,0.0293,3.618714
blk.7.ffn_up_exps.weight,79,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.9.ffn_up_exps.weight,76,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.9.ffn_up_exps.weight,107,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.11.ffn_gate_exps.weight,129,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.11.ffn_up_exps.weight,129,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.13.ffn_up_exps.weight,110,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.14.ffn_up_exps.weight,247,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.17.ffn_gate_exps.weight,243,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.20.ffn_gate_exps.weight,156,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.20.ffn_up_exps.weight,80,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.20.ffn_up_exps.weight,156,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.20.ffn_up_exps.weight,229,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.23.ffn_up_exps.weight,213,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.25.ffn_gate_exps.weight,102,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.25.ffn_up_exps.weight,102,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.26.ffn_gate_exps.weight,90,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.27.ffn_gate_exps.weight,182,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.28.ffn_gate_exps.weight,153,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.28.ffn_gate_exps.weight,155,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.30.ffn_gate_exps.weight,184,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.30.ffn_up_exps.weight,184,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.38.ffn_gate_exps.weight,175,IQ3_S,Q2_K,0.106,77.35,41,HOT,0.0293,3.618543
blk.3.ffn_down_exps.weight,183,Q3_K,Q2_K,0.106,75.88,30,HOT,0.0293,3.61827
blk.9.ffn_down_exps.weight,100,Q3_K,Q2_K,0.106,75.88,30,HOT,0.0293,3.61827
blk.21.ffn_down_exps.weight,34,Q3_K,Q2_K,0.106,75.88,30,HOT,0.0293,3.61827
blk.34.ffn_down_exps.weight,115,Q3_K,Q2_K,0.106,76.02,31,HOT,0.0293,3.618074
blk.38.ffn_down_exps.weight,167,Q3_K,Q2_K,0.106,76.02,31,HOT,0.0293,3.618074
blk.35.ffn_gate_exps.weight,69,IQ3_S,Q2_K,0.106,77.22,40,HOT,0.0293,3.617915
blk.39.ffn_up_exps.weight,251,IQ3_S,Q2_K,0.106,77.22,40,HOT,0.0293,3.617915
blk.1.ffn_down_exps.weight,149,Q3_K,Q2_K,0.106,75.44,27,WARM,0.02931,3.617397
blk.30.ffn_down_exps.weight,102,Q3_K,Q2_K,0.106,75.44,27,WARM,0.02931,3.617397
blk.31.ffn_down_exps.weight,66,Q3_K,Q2_K,0.106,75.44,27,WARM,0.02931,3.617397
blk.6.ffn_gate_exps.weight,148,IQ3_S,Q2_K,0.106,77.34,41,HOT,0.02931,3.616946
blk.7.ffn_gate_exps.weight,79,IQ3_S,Q2_K,0.106,77.34,41,HOT,0.02931,3.616946
blk.9.ffn_gate_exps.weight,76,IQ3_S,Q2_K,0.106,77.34,41,HOT,0.02931,3.616946
blk.15.ffn_up_exps.weight,106,IQ3_S,Q2_K,0.106,77.34,41,HOT,0.02931,3.616946
blk.18.ffn_up_exps.weight,92,IQ3_S,Q2_K,0.106,77.34,41,HOT,0.02931,3.616946
blk.21.ffn_gate_exps.weight,154,IQ3_S,Q2_K,0.106,77.34,41,HOT,0.02931,3.616946
blk.22.ffn_up_exps.weight,200,IQ3_S,Q2_K,0.106,77.34,41,HOT,0.02931,3.616946
blk.24.ffn_up_exps.weight,163,IQ3_S,Q2_K,0.106,77.34,41,HOT,0.02931,3.616946
blk.24.ffn_up_exps.weight,245,IQ3_S,Q2_K,0.106,77.34,41,HOT,0.02931,3.616946
blk.28.ffn_gate_exps.weight,220,IQ3_S,Q2_K,0.106,77.34,41,HOT,0.02931,3.616946
blk.28.ffn_up_exps.weight,117,IQ3_S,Q2_K,0.106,77.34,41,HOT,0.02931,3.616946
blk.32.ffn_gate_exps.weight,145,IQ3_S,Q2_K,0.106,76.29,33,HOT,0.02931,3.616898
blk.12.ffn_down_exps.weight,241,Q3_K,Q2_K,0.106,75.87,30,HOT,0.02931,3.61677
blk.31.ffn_down_exps.weight,215,Q3_K,Q2_K,0.106,76.01,31,HOT,0.02931,3.616566
blk.8.ffn_down_exps.weight,30,Q3_K,Q2_K,0.106,75.58,28,HOT,0.02931,3.616441
blk.39.ffn_gate_exps.weight,197,IQ3_S,Q2_K,0.106,77.21,40,HOT,0.02932,3.616327
blk.7.ffn_down_exps.weight,60,Q3_K,Q2_K,0.106,75.43,27,WARM,0.02932,3.615924
blk.24.ffn_down_exps.weight,133,Q3_K,Q2_K,0.106,75.72,29,HOT,0.02932,3.615733
blk.13.ffn_up_exps.weight,50,IQ3_S,Q2_K,0.106,77.33,41,HOT,0.02932,3.615351
blk.15.ffn_gate_exps.weight,106,IQ3_S,Q2_K,0.106,77.33,41,HOT,0.02932,3.615351
blk.20.ffn_gate_exps.weight,80,IQ3_S,Q2_K,0.106,77.33,41,HOT,0.02932,3.615351
blk.24.ffn_gate_exps.weight,163,IQ3_S,Q2_K,0.106,77.33,41,HOT,0.02932,3.615351
blk.36.ffn_up_exps.weight,103,IQ3_S,Q2_K,0.106,77.33,41,HOT,0.02932,3.615351
blk.11.ffn_down_exps.weight,125,Q3_K,Q2_K,0.106,75.86,30,HOT,0.02932,3.615272
blk.15.ffn_down_exps.weight,16,Q3_K,Q2_K,0.106,75.86,30,HOT,0.02932,3.615272
blk.18.ffn_down_exps.weight,135,Q3_K,Q2_K,0.106,75.86,30,HOT,0.02932,3.615272
blk.37.ffn_down_exps.weight,49,Q3_K,Q2_K,0.106,75.71,29,HOT,0.02933,3.614244
blk.38.ffn_down_exps.weight,165,Q3_K,Q2_K,0.106,76.94,38,HOT,0.02933,3.61421
blk.14.ffn_down_exps.weight,156,Q3_K,Q2_K,0.106,75.85,30,HOT,0.02934,3.613775
blk.18.ffn_gate_exps.weight,41,IQ3_S,Q2_K,0.106,77.32,41,HOT,0.02934,3.613757
blk.18.ffn_up_exps.weight,41,IQ3_S,Q2_K,0.106,77.32,41,HOT,0.02934,3.613757
blk.19.ffn_up_exps.weight,109,IQ3_S,Q2_K,0.106,77.32,41,HOT,0.02934,3.613757
blk.22.ffn_gate_exps.weight,200,IQ3_S,Q2_K,0.106,77.32,41,HOT,0.02934,3.613757
blk.23.ffn_gate_exps.weight,213,IQ3_S,Q2_K,0.106,77.32,41,HOT,0.02934,3.613757
blk.24.ffn_gate_exps.weight,245,IQ3_S,Q2_K,0.106,77.32,41,HOT,0.02934,3.613757
blk.28.ffn_gate_exps.weight,117,IQ3_S,Q2_K,0.106,77.32,41,HOT,0.02934,3.613757
blk.28.ffn_gate_exps.weight,143,IQ3_S,Q2_K,0.106,77.32,41,HOT,0.02934,3.613757
blk.31.ffn_up_exps.weight,45,IQ3_S,Q2_K,0.106,77.32,41,HOT,0.02934,3.613757
blk.31.ffn_up_exps.weight,125,IQ3_S,Q2_K,0.106,77.32,41,HOT,0.02934,3.613757
blk.31.ffn_up_exps.weight,126,IQ3_S,Q2_K,0.106,77.32,41,HOT,0.02934,3.613757
blk.25.ffn_down_exps.weight,150,Q3_K,Q2_K,0.106,75.56,28,HOT,0.02934,3.613482
blk.18.ffn_down_exps.weight,91,Q3_K,Q2_K,0.106,75.7,29,HOT,0.02934,3.612757
blk.33.ffn_down_exps.weight,253,Q3_K,Q2_K,0.106,75.7,29,HOT,0.02934,3.612757
blk.2.ffn_down_exps.weight,83,Q3_K,Q2_K,0.106,75.84,30,HOT,0.02935,3.612279
blk.22.ffn_down_exps.weight,16,Q3_K,Q2_K,0.106,75.84,30,HOT,0.02935,3.612279
blk.29.ffn_down_exps.weight,141,Q3_K,Q2_K,0.106,75.84,30,HOT,0.02935,3.612279
blk.30.ffn_down_exps.weight,60,Q3_K,Q2_K,0.106,75.84,30,HOT,0.02935,3.612279
blk.13.ffn_gate_exps.weight,50,IQ3_S,Q2_K,0.106,77.31,41,HOT,0.02935,3.612164
blk.25.ffn_gate_exps.weight,6,IQ3_S,Q2_K,0.106,77.31,41,HOT,0.02935,3.612164
blk.25.ffn_up_exps.weight,6,IQ3_S,Q2_K,0.106,77.31,41,HOT,0.02935,3.612164
blk.18.ffn_down_exps.weight,107,Q3_K,Q2_K,0.106,76.12,32,HOT,0.02935,3.612064
blk.6.ffn_down_exps.weight,171,Q3_K,Q2_K,0.106,75.98,31,HOT,0.02935,3.612049
blk.25.ffn_down_exps.weight,8,Q3_K,Q2_K,0.106,75.55,28,HOT,0.02935,3.612004
blk.33.ffn_down_exps.weight,160,Q3_K,Q2_K,0.106,75.69,29,HOT,0.02936,3.611271
blk.15.ffn_down_exps.weight,242,Q3_K,Q2_K,0.106,75.83,30,HOT,0.02936,3.610785
blk.18.ffn_gate_exps.weight,92,IQ3_S,Q2_K,0.106,77.3,41,HOT,0.02936,3.610573
blk.28.ffn_gate_exps.weight,59,IQ3_S,Q2_K,0.106,77.3,41,HOT,0.02936,3.610573
blk.28.ffn_up_exps.weight,59,IQ3_S,Q2_K,0.106,77.3,41,HOT,0.02936,3.610573
blk.29.ffn_up_exps.weight,17,IQ3_S,Q2_K,0.106,77.3,41,HOT,0.02936,3.610573
blk.29.ffn_up_exps.weight,122,IQ3_S,Q2_K,0.106,77.3,41,HOT,0.02936,3.610573
blk.27.ffn_down_exps.weight,133,Q3_K,Q2_K,0.106,76.11,32,HOT,0.02936,3.610552
blk.24.ffn_down_exps.weight,112,Q3_K,Q2_K,0.106,75.97,31,HOT,0.02936,3.610545
blk.36.ffn_gate_exps.weight,192,IQ3_S,Q2_K,0.106,77.17,40,HOT,0.02937,3.609991
blk.22.ffn_down_exps.weight,35,Q3_K,Q2_K,0.106,75.24,26,WARM,0.02937,3.609832
blk.1.ffn_down_exps.weight,233,Q3_K,Q2_K,0.106,75.68,29,HOT,0.02937,3.609786
blk.12.ffn_down_exps.weight,121,Q3_K,Q2_K,0.106,75.68,29,HOT,0.02937,3.609786
blk.22.ffn_down_exps.weight,170,Q3_K,Q2_K,0.106,75.68,29,HOT,0.02937,3.609786
blk.33.ffn_down_exps.weight,104,Q3_K,Q2_K,0.106,75.68,29,HOT,0.02937,3.609786
blk.31.ffn_down_exps.weight,245,Q3_K,Q2_K,0.106,75.82,30,HOT,0.02937,3.609292
blk.9.ffn_down_exps.weight,254,Q3_K,Q2_K,0.106,76.1,32,HOT,0.02937,3.609042
blk.20.ffn_down_exps.weight,214,Q3_K,Q2_K,0.106,76.1,32,HOT,0.02937,3.609042
blk.14.ffn_up_exps.weight,146,IQ3_S,Q2_K,0.106,77.29,41,HOT,0.02938,3.608983
blk.25.ffn_up_exps.weight,169,IQ3_S,Q2_K,0.106,77.29,41,HOT,0.02938,3.608983
blk.29.ffn_gate_exps.weight,122,IQ3_S,Q2_K,0.106,77.29,41,HOT,0.02938,3.608983
blk.35.ffn_up_exps.weight,71,IQ3_S,Q2_K,0.106,77.29,41,HOT,0.02938,3.608983
blk.36.ffn_up_exps.weight,203,IQ3_S,Q2_K,0.106,77.29,41,HOT,0.02938,3.608983
blk.37.ffn_up_exps.weight,241,IQ3_S,Q2_K,0.106,77.29,41,HOT,0.02938,3.608983
blk.18.ffn_down_exps.weight,85,Q3_K,Q2_K,0.106,75.38,27,WARM,0.02938,3.608581
blk.29.ffn_gate_exps.weight,184,IQ3_S,Q2_K,0.106,77.16,40,HOT,0.02938,3.60841
blk.32.ffn_down_exps.weight,171,Q3_K,Q2_K,0.106,75.67,29,HOT,0.02938,3.608302
blk.35.ffn_down_exps.weight,165,Q3_K,Q2_K,0.106,75.67,29,HOT,0.02938,3.608302
blk.34.ffn_down_exps.weight,229,Q3_K,Q2_K,0.106,76.37,34,HOT,0.02938,3.60825
blk.19.ffn_gate_exps.weight,141,IQ3_S,Q2_K,0.106,77.41,42,HOT,0.02938,3.608186
blk.30.ffn_down_exps.weight,77,Q3_K,Q2_K,0.106,75.81,30,HOT,0.02938,3.6078
blk.36.ffn_down_exps.weight,90,Q3_K,Q2_K,0.106,75.52,28,HOT,0.02939,3.607577
blk.2.ffn_down_exps.weight,235,Q3_K,Q2_K,0.106,75.95,31,HOT,0.02939,3.607543
blk.3.ffn_down_exps.weight,252,Q3_K,Q2_K,0.106,75.95,31,HOT,0.02939,3.607543
blk.7.ffn_down_exps.weight,62,Q3_K,Q2_K,0.106,75.95,31,HOT,0.02939,3.607543
blk.18.ffn_down_exps.weight,161,Q3_K,Q2_K,0.106,75.95,31,HOT,0.02939,3.607543
blk.14.ffn_down_exps.weight,122,Q3_K,Q2_K,0.106,76.09,32,HOT,0.02939,3.607532
blk.29.ffn_down_exps.weight,210,Q3_K,Q2_K,0.106,76.09,32,HOT,0.02939,3.607532
blk.35.ffn_down_exps.weight,82,Q3_K,Q2_K,0.106,76.09,32,HOT,0.02939,3.607532
blk.13.ffn_up_exps.weight,21,IQ3_S,Q2_K,0.106,77.28,41,HOT,0.02939,3.607394
blk.24.ffn_gate_exps.weight,222,IQ3_S,Q2_K,0.106,77.28,41,HOT,0.02939,3.607394
blk.30.ffn_up_exps.weight,251,IQ3_S,Q2_K,0.106,77.28,41,HOT,0.02939,3.607394
blk.31.ffn_gate_exps.weight,45,IQ3_S,Q2_K,0.106,77.28,41,HOT,0.02939,3.607394
blk.36.ffn_gate_exps.weight,103,IQ3_S,Q2_K,0.106,77.28,41,HOT,0.02939,3.607394
blk.36.ffn_gate_exps.weight,203,IQ3_S,Q2_K,0.106,77.28,41,HOT,0.02939,3.607394
blk.37.ffn_up_exps.weight,30,IQ3_S,Q2_K,0.106,77.28,41,HOT,0.02939,3.607394
blk.13.ffn_down_exps.weight,122,Q3_K,Q2_K,0.106,75.37,27,WARM,0.02939,3.607116
blk.36.ffn_down_exps.weight,22,Q3_K,Q2_K,0.106,75.22,26,WARM,0.02939,3.606918
blk.18.ffn_down_exps.weight,176,Q3_K,Q2_K,0.106,75.66,29,HOT,0.02939,3.60682
blk.28.ffn_down_exps.weight,44,Q3_K,Q2_K,0.106,75.66,29,HOT,0.02939,3.60682
blk.7.ffn_up_exps.weight,57,IQ3_S,Q2_K,0.106,77.4,42,HOT,0.02939,3.60659
blk.19.ffn_up_exps.weight,141,IQ3_S,Q2_K,0.106,77.4,42,HOT,0.02939,3.60659
blk.15.ffn_down_exps.weight,63,Q3_K,Q2_K,0.106,75.8,30,HOT,0.0294,3.606309
blk.36.ffn_down_exps.weight,169,Q3_K,Q2_K,0.106,75.8,30,HOT,0.0294,3.606309
blk.39.ffn_down_exps.weight,46,Q3_K,Q2_K,0.106,76.22,33,HOT,0.0294,3.606251
blk.18.ffn_down_exps.weight,12,Q3_K,Q2_K,0.106,75.51,28,HOT,0.0294,3.606104
blk.7.ffn_down_exps.weight,248,Q3_K,Q2_K,0.106,75.94,31,HOT,0.0294,3.606044
blk.17.ffn_down_exps.weight,70,Q3_K,Q2_K,0.106,75.94,31,HOT,0.0294,3.606044
blk.29.ffn_down_exps.weight,165,Q3_K,Q2_K,0.106,75.94,31,HOT,0.0294,3.606044
blk.13.ffn_gate_exps.weight,21,IQ3_S,Q2_K,0.106,77.27,41,HOT,0.0294,3.605807
blk.30.ffn_gate_exps.weight,251,IQ3_S,Q2_K,0.106,77.27,41,HOT,0.0294,3.605807
blk.31.ffn_gate_exps.weight,125,IQ3_S,Q2_K,0.106,77.27,41,HOT,0.0294,3.605807
blk.31.ffn_gate_exps.weight,126,IQ3_S,Q2_K,0.106,77.27,41,HOT,0.0294,3.605807
blk.33.ffn_up_exps.weight,78,IQ3_S,Q2_K,0.106,77.27,41,HOT,0.0294,3.605807
blk.37.ffn_gate_exps.weight,241,IQ3_S,Q2_K,0.106,77.27,41,HOT,0.0294,3.605807
blk.24.ffn_down_exps.weight,164,Q3_K,Q2_K,0.106,75.36,27,WARM,0.0294,3.605652
blk.9.ffn_down_exps.weight,52,Q3_K,Q2_K,0.106,75.65,29,HOT,0.0294,3.605339
blk.24.ffn_gate_exps.weight,215,IQ3_S,Q2_K,0.106,77.14,40,HOT,0.02941,3.605253
blk.37.ffn_gate_exps.weight,222,IQ3_S,Q2_K,0.106,77.14,40,HOT,0.02941,3.605253
blk.7.ffn_gate_exps.weight,57,IQ3_S,Q2_K,0.106,77.39,42,HOT,0.02941,3.604995
blk.19.ffn_up_exps.weight,23,IQ3_S,Q2_K,0.106,77.39,42,HOT,0.02941,3.604995
blk.23.ffn_up_exps.weight,196,IQ3_S,Q2_K,0.106,77.39,42,HOT,0.02941,3.604995
blk.9.ffn_down_exps.weight,34,Q3_K,Q2_K,0.106,75.79,30,HOT,0.02941,3.604819
blk.12.ffn_down_exps.weight,133,Q3_K,Q2_K,0.106,75.79,30,HOT,0.02941,3.604819
blk.14.ffn_down_exps.weight,67,Q3_K,Q2_K,0.106,75.93,31,HOT,0.02941,3.604545
blk.35.ffn_down_exps.weight,243,Q3_K,Q2_K,0.106,76.07,32,HOT,0.02941,3.604517
blk.14.ffn_gate_exps.weight,146,IQ3_S,Q2_K,0.106,77.26,41,HOT,0.02941,3.604222
blk.19.ffn_gate_exps.weight,109,IQ3_S,Q2_K,0.106,77.26,41,HOT,0.02941,3.604222
blk.24.ffn_up_exps.weight,222,IQ3_S,Q2_K,0.106,77.26,41,HOT,0.02941,3.604222
blk.25.ffn_gate_exps.weight,169,IQ3_S,Q2_K,0.106,77.26,41,HOT,0.02941,3.604222
blk.29.ffn_gate_exps.weight,17,IQ3_S,Q2_K,0.106,77.26,41,HOT,0.02941,3.604222
blk.33.ffn_up_exps.weight,7,IQ3_S,Q2_K,0.106,77.26,41,HOT,0.02941,3.604222
blk.35.ffn_down_exps.weight,169,Q3_K,Q2_K,0.106,75.35,27,WARM,0.02941,3.604189
blk.0.ffn_down_exps.weight,53,Q3_K,Q2_K,0.106,76.61,36,HOT,0.02942,3.603779
blk.7.ffn_gate_exps.weight,78,IQ3_S,Q2_K,0.106,77.38,42,HOT,0.02942,3.603401
blk.8.ffn_up_exps.weight,191,IQ3_S,Q2_K,0.106,77.38,42,HOT,0.02942,3.603401
blk.20.ffn_up_exps.weight,179,IQ3_S,Q2_K,0.106,77.38,42,HOT,0.02942,3.603401
blk.5.ffn_down_exps.weight,30,Q3_K,Q2_K,0.106,75.78,30,HOT,0.02942,3.603331
blk.31.ffn_down_exps.weight,35,Q3_K,Q2_K,0.106,75.78,30,HOT,0.02942,3.603331
blk.32.ffn_down_exps.weight,184,Q3_K,Q2_K,0.106,75.78,30,HOT,0.02942,3.603331
blk.35.ffn_down_exps.weight,135,Q3_K,Q2_K,0.106,75.78,30,HOT,0.02942,3.603331
blk.14.ffn_down_exps.weight,64,Q3_K,Q2_K,0.106,75.49,28,HOT,0.02942,3.603162
blk.2.ffn_down_exps.weight,239,Q3_K,Q2_K,0.106,75.92,31,HOT,0.02942,3.603048
blk.5.ffn_down_exps.weight,177,Q3_K,Q2_K,0.106,75.92,31,HOT,0.02942,3.603048
blk.8.ffn_down_exps.weight,124,Q3_K,Q2_K,0.106,75.92,31,HOT,0.02942,3.603048
blk.12.ffn_down_exps.weight,207,Q3_K,Q2_K,0.106,75.92,31,HOT,0.02942,3.603048
blk.34.ffn_up_exps.weight,180,IQ3_S,Q2_K,0.106,77.25,41,HOT,0.02943,3.602637
blk.20.ffn_down_exps.weight,74,Q3_K,Q2_K,0.106,75.63,29,HOT,0.02943,3.60238
blk.33.ffn_gate_exps.weight,145,IQ3_S,Q2_K,0.106,76.73,37,HOT,0.02943,3.601863
blk.12.ffn_down_exps.weight,219,Q3_K,Q2_K,0.106,75.77,30,HOT,0.02943,3.601844
blk.21.ffn_down_exps.weight,15,Q3_K,Q2_K,0.106,75.77,30,HOT,0.02943,3.601844
blk.24.ffn_down_exps.weight,197,Q3_K,Q2_K,0.106,75.77,30,HOT,0.02943,3.601844
blk.27.ffn_down_exps.weight,58,Q3_K,Q2_K,0.106,75.77,30,HOT,0.02943,3.601844
blk.6.ffn_up_exps.weight,177,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.6.ffn_up_exps.weight,242,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.7.ffn_up_exps.weight,78,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.8.ffn_gate_exps.weight,51,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.8.ffn_up_exps.weight,51,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.10.ffn_gate_exps.weight,95,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.10.ffn_up_exps.weight,95,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.16.ffn_up_exps.weight,36,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.18.ffn_up_exps.weight,246,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.24.ffn_up_exps.weight,126,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.25.ffn_up_exps.weight,172,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.26.ffn_up_exps.weight,55,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.26.ffn_up_exps.weight,132,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.28.ffn_up_exps.weight,104,IQ3_S,Q2_K,0.106,77.37,42,HOT,0.02943,3.601809
blk.4.ffn_down_exps.weight,160,Q3_K,Q2_K,0.106,75.91,31,HOT,0.02944,3.601553
blk.16.ffn_gate_exps.weight,234,IQ3_S,Q2_K,0.106,77.24,41,HOT,0.02944,3.601055
blk.16.ffn_up_exps.weight,234,IQ3_S,Q2_K,0.106,77.24,41,HOT,0.02944,3.601055
blk.35.ffn_gate_exps.weight,71,IQ3_S,Q2_K,0.106,77.24,41,HOT,0.02944,3.601055
blk.14.ffn_down_exps.weight,196,Q3_K,Q2_K,0.106,75.62,29,HOT,0.02944,3.600902
blk.23.ffn_down_exps.weight,223,Q3_K,Q2_K,0.106,75.62,29,HOT,0.02944,3.600902
blk.16.ffn_down_exps.weight,159,Q3_K,Q2_K,0.106,75.76,30,HOT,0.02945,3.600358
blk.27.ffn_down_exps.weight,178,Q3_K,Q2_K,0.106,75.76,30,HOT,0.02945,3.600358
blk.29.ffn_down_exps.weight,239,Q3_K,Q2_K,0.106,75.47,28,HOT,0.02945,3.600224
blk.37.ffn_down_exps.weight,42,Q3_K,Q2_K,0.106,75.47,28,HOT,0.02945,3.600224
blk.6.ffn_gate_exps.weight,177,IQ3_S,Q2_K,0.106,77.36,42,HOT,0.02945,3.600218
blk.6.ffn_gate_exps.weight,242,IQ3_S,Q2_K,0.106,77.36,42,HOT,0.02945,3.600218
blk.10.ffn_gate_exps.weight,2,IQ3_S,Q2_K,0.106,77.36,42,HOT,0.02945,3.600218
