tensor,expert,source,target,saved_mb,snr_db,freq,class,quality_risk,crush_score
blk.0.ffn_down_exps.weight,237,Q3_K,Q2_K,0.106,77.64,1,COLD,0.02252,4.707542
blk.7.ffn_up_exps.weight,42,IQ3_S,Q2_K,0.106,77.4,0,COLD,0.0226,4.69089
blk.12.ffn_up_exps.weight,209,IQ3_S,Q2_K,0.106,77.39,0,COLD,0.02261,4.688815
blk.7.ffn_gate_exps.weight,42,IQ3_S,Q2_K,0.106,77.38,0,COLD,0.02262,4.686743
blk.12.ffn_gate_exps.weight,209,IQ3_S,Q2_K,0.106,77.37,0,COLD,0.02263,4.684672
blk.15.ffn_up_exps.weight,38,IQ3_S,Q2_K,0.106,77.37,0,COLD,0.02263,4.684672
blk.25.ffn_up_exps.weight,153,IQ3_S,Q2_K,0.106,77.37,0,COLD,0.02263,4.684672
blk.7.ffn_up_exps.weight,53,IQ3_S,Q2_K,0.106,77.36,0,COLD,0.02264,4.682602
blk.11.ffn_up_exps.weight,200,IQ3_S,Q2_K,0.106,77.36,0,COLD,0.02264,4.682602
blk.12.ffn_up_exps.weight,94,IQ3_S,Q2_K,0.106,77.36,0,COLD,0.02264,4.682602
blk.13.ffn_up_exps.weight,4,IQ3_S,Q2_K,0.106,77.36,0,COLD,0.02264,4.682602
blk.13.ffn_up_exps.weight,56,IQ3_S,Q2_K,0.106,77.36,0,COLD,0.02264,4.682602
blk.16.ffn_gate_exps.weight,206,IQ3_S,Q2_K,0.106,77.36,0,COLD,0.02264,4.682602
blk.16.ffn_gate_exps.weight,241,IQ3_S,Q2_K,0.106,77.36,0,COLD,0.02264,4.682602
blk.16.ffn_up_exps.weight,241,IQ3_S,Q2_K,0.106,77.36,0,COLD,0.02264,4.682602
blk.6.ffn_gate_exps.weight,170,IQ3_S,Q2_K,0.106,77.35,0,COLD,0.02265,4.680535
blk.6.ffn_up_exps.weight,170,IQ3_S,Q2_K,0.106,77.35,0,COLD,0.02265,4.680535
blk.9.ffn_up_exps.weight,83,IQ3_S,Q2_K,0.106,77.35,0,COLD,0.02265,4.680535
blk.10.ffn_up_exps.weight,156,IQ3_S,Q2_K,0.106,77.35,0,COLD,0.02265,4.680535
blk.10.ffn_up_exps.weight,168,IQ3_S,Q2_K,0.106,77.35,0,COLD,0.02265,4.680535
blk.11.ffn_gate_exps.weight,200,IQ3_S,Q2_K,0.106,77.35,0,COLD,0.02265,4.680535
blk.12.ffn_gate_exps.weight,94,IQ3_S,Q2_K,0.106,77.35,0,COLD,0.02265,4.680535
blk.13.ffn_gate_exps.weight,4,IQ3_S,Q2_K,0.106,77.35,0,COLD,0.02265,4.680535
blk.16.ffn_up_exps.weight,206,IQ3_S,Q2_K,0.106,77.35,0,COLD,0.02265,4.680535
blk.39.ffn_up_exps.weight,28,IQ3_S,Q2_K,0.106,77.35,0,COLD,0.02265,4.680535
blk.39.ffn_up_exps.weight,33,IQ3_S,Q2_K,0.106,77.35,0,COLD,0.02265,4.680535
blk.39.ffn_up_exps.weight,131,IQ3_S,Q2_K,0.106,77.35,0,COLD,0.02265,4.680535
blk.6.ffn_gate_exps.weight,88,IQ3_S,Q2_K,0.106,77.34,0,COLD,0.02266,4.678469
blk.6.ffn_up_exps.weight,88,IQ3_S,Q2_K,0.106,77.34,0,COLD,0.02266,4.678469
blk.11.ffn_up_exps.weight,251,IQ3_S,Q2_K,0.106,77.34,0,COLD,0.02266,4.678469
blk.12.ffn_gate_exps.weight,103,IQ3_S,Q2_K,0.106,77.34,0,COLD,0.02266,4.678469
blk.12.ffn_up_exps.weight,22,IQ3_S,Q2_K,0.106,77.34,0,COLD,0.02266,4.678469
blk.12.ffn_up_exps.weight,103,IQ3_S,Q2_K,0.106,77.34,0,COLD,0.02266,4.678469
blk.13.ffn_gate_exps.weight,56,IQ3_S,Q2_K,0.106,77.34,0,COLD,0.02266,4.678469
blk.14.ffn_up_exps.weight,10,IQ3_S,Q2_K,0.106,77.34,0,COLD,0.02266,4.678469
blk.15.ffn_gate_exps.weight,38,IQ3_S,Q2_K,0.106,77.34,0,COLD,0.02266,4.678469
blk.20.ffn_gate_exps.weight,101,IQ3_S,Q2_K,0.106,77.34,0,COLD,0.02266,4.678469
blk.20.ffn_up_exps.weight,101,IQ3_S,Q2_K,0.106,77.34,0,COLD,0.02266,4.678469
blk.28.ffn_up_exps.weight,90,IQ3_S,Q2_K,0.106,77.34,0,COLD,0.02266,4.678469
blk.37.ffn_up_exps.weight,6,IQ3_S,Q2_K,0.106,77.34,0,COLD,0.02266,4.678469
blk.6.ffn_up_exps.weight,83,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.7.ffn_gate_exps.weight,53,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.9.ffn_gate_exps.weight,83,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.10.ffn_gate_exps.weight,156,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.10.ffn_gate_exps.weight,168,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.11.ffn_gate_exps.weight,55,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.11.ffn_up_exps.weight,55,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.13.ffn_up_exps.weight,95,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.14.ffn_gate_exps.weight,10,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.17.ffn_gate_exps.weight,205,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.17.ffn_up_exps.weight,205,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.21.ffn_up_exps.weight,89,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.22.ffn_up_exps.weight,168,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.25.ffn_gate_exps.weight,153,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.37.ffn_up_exps.weight,45,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.39.ffn_up_exps.weight,43,IQ3_S,Q2_K,0.106,77.33,0,COLD,0.02267,4.676406
blk.6.ffn_gate_exps.weight,83,IQ3_S,Q2_K,0.106,77.32,0,COLD,0.02268,4.674344
blk.13.ffn_up_exps.weight,169,IQ3_S,Q2_K,0.106,77.32,0,COLD,0.02268,4.674344
blk.28.ffn_gate_exps.weight,90,IQ3_S,Q2_K,0.106,77.32,0,COLD,0.02268,4.674344
blk.29.ffn_up_exps.weight,205,IQ3_S,Q2_K,0.106,77.32,0,COLD,0.02268,4.674344
blk.37.ffn_gate_exps.weight,6,IQ3_S,Q2_K,0.106,77.32,0,COLD,0.02268,4.674344
blk.39.ffn_gate_exps.weight,33,IQ3_S,Q2_K,0.106,77.32,0,COLD,0.02268,4.674344
blk.6.ffn_up_exps.weight,141,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.9.ffn_up_exps.weight,6,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.11.ffn_gate_exps.weight,251,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.12.ffn_up_exps.weight,54,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.13.ffn_up_exps.weight,30,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.22.ffn_gate_exps.weight,168,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.27.ffn_gate_exps.weight,84,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.27.ffn_up_exps.weight,84,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.28.ffn_up_exps.weight,49,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.29.ffn_gate_exps.weight,205,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.35.ffn_up_exps.weight,199,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.36.ffn_up_exps.weight,226,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.37.ffn_gate_exps.weight,45,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.38.ffn_up_exps.weight,8,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.38.ffn_up_exps.weight,85,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.39.ffn_gate_exps.weight,131,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.39.ffn_up_exps.weight,67,IQ3_S,Q2_K,0.106,77.31,0,COLD,0.02269,4.672284
blk.6.ffn_gate_exps.weight,141,IQ3_S,Q2_K,0.106,77.3,0,COLD,0.0227,4.670225
blk.7.ffn_up_exps.weight,168,IQ3_S,Q2_K,0.106,77.3,0,COLD,0.0227,4.670225
blk.9.ffn_gate_exps.weight,6,IQ3_S,Q2_K,0.106,77.3,0,COLD,0.0227,4.670225
blk.10.ffn_up_exps.weight,201,IQ3_S,Q2_K,0.106,77.3,0,COLD,0.0227,4.670225
blk.11.ffn_up_exps.weight,252,IQ3_S,Q2_K,0.106,77.3,0,COLD,0.0227,4.670225
blk.12.ffn_gate_exps.weight,22,IQ3_S,Q2_K,0.106,77.3,0,COLD,0.0227,4.670225
blk.12.ffn_gate_exps.weight,54,IQ3_S,Q2_K,0.106,77.3,0,COLD,0.0227,4.670225
blk.13.ffn_gate_exps.weight,30,IQ3_S,Q2_K,0.106,77.3,0,COLD,0.0227,4.670225
blk.13.ffn_gate_exps.weight,169,IQ3_S,Q2_K,0.106,77.3,0,COLD,0.0227,4.670225
blk.24.ffn_gate_exps.weight,234,IQ3_S,Q2_K,0.106,77.3,0,COLD,0.0227,4.670225
blk.24.ffn_up_exps.weight,234,IQ3_S,Q2_K,0.106,77.3,0,COLD,0.0227,4.670225
blk.35.ffn_up_exps.weight,48,IQ3_S,Q2_K,0.106,77.3,0,COLD,0.0227,4.670225
blk.36.ffn_up_exps.weight,151,IQ3_S,Q2_K,0.106,77.3,0,COLD,0.0227,4.670225
blk.15.ffn_up_exps.weight,84,IQ3_S,Q2_K,0.106,77.29,0,COLD,0.02271,4.668169
blk.21.ffn_gate_exps.weight,89,IQ3_S,Q2_K,0.106,77.29,0,COLD,0.02271,4.668169
blk.36.ffn_up_exps.weight,163,IQ3_S,Q2_K,0.106,77.29,0,COLD,0.02271,4.668169
blk.36.ffn_up_exps.weight,230,IQ3_S,Q2_K,0.106,77.29,0,COLD,0.02271,4.668169
blk.38.ffn_up_exps.weight,112,IQ3_S,Q2_K,0.106,77.29,0,COLD,0.02271,4.668169
blk.38.ffn_up_exps.weight,187,IQ3_S,Q2_K,0.106,77.29,0,COLD,0.02271,4.668169
blk.9.ffn_up_exps.weight,142,IQ3_S,Q2_K,0.106,77.28,0,COLD,0.02272,4.666114
blk.15.ffn_gate_exps.weight,84,IQ3_S,Q2_K,0.106,77.28,0,COLD,0.02272,4.666114
blk.17.ffn_up_exps.weight,39,IQ3_S,Q2_K,0.106,77.28,0,COLD,0.02272,4.666114
blk.25.ffn_up_exps.weight,30,IQ3_S,Q2_K,0.106,77.28,0,COLD,0.02272,4.666114
blk.34.ffn_up_exps.weight,24,IQ3_S,Q2_K,0.106,77.28,0,COLD,0.02272,4.666114
blk.34.ffn_up_exps.weight,184,IQ3_S,Q2_K,0.106,77.28,0,COLD,0.02272,4.666114
blk.36.ffn_up_exps.weight,244,IQ3_S,Q2_K,0.106,77.28,0,COLD,0.02272,4.666114
blk.37.ffn_up_exps.weight,19,IQ3_S,Q2_K,0.106,77.28,0,COLD,0.02272,4.666114
blk.37.ffn_up_exps.weight,70,IQ3_S,Q2_K,0.106,77.28,0,COLD,0.02272,4.666114
blk.38.ffn_gate_exps.weight,187,IQ3_S,Q2_K,0.106,77.28,0,COLD,0.02272,4.666114
blk.39.ffn_gate_exps.weight,67,IQ3_S,Q2_K,0.106,77.28,0,COLD,0.02272,4.666114
blk.39.ffn_up_exps.weight,204,IQ3_S,Q2_K,0.106,77.28,0,COLD,0.02272,4.666114
blk.25.ffn_gate_exps.weight,30,IQ3_S,Q2_K,0.106,77.27,0,COLD,0.02273,4.664061
blk.29.ffn_up_exps.weight,39,IQ3_S,Q2_K,0.106,77.27,0,COLD,0.02273,4.664061
blk.34.ffn_up_exps.weight,172,IQ3_S,Q2_K,0.106,77.27,0,COLD,0.02273,4.664061
blk.35.ffn_up_exps.weight,130,IQ3_S,Q2_K,0.106,77.27,0,COLD,0.02273,4.664061
blk.36.ffn_up_exps.weight,64,IQ3_S,Q2_K,0.106,77.27,0,COLD,0.02273,4.664061
blk.7.ffn_gate_exps.weight,168,IQ3_S,Q2_K,0.106,77.26,0,COLD,0.02274,4.66201
blk.10.ffn_gate_exps.weight,201,IQ3_S,Q2_K,0.106,77.26,0,COLD,0.02274,4.66201
blk.23.ffn_up_exps.weight,55,IQ3_S,Q2_K,0.106,77.26,0,COLD,0.02274,4.66201
blk.38.ffn_gate_exps.weight,85,IQ3_S,Q2_K,0.106,77.26,0,COLD,0.02274,4.66201
blk.38.ffn_up_exps.weight,82,IQ3_S,Q2_K,0.106,77.26,0,COLD,0.02274,4.66201
blk.39.ffn_gate_exps.weight,204,IQ3_S,Q2_K,0.106,77.26,0,COLD,0.02274,4.66201
blk.39.ffn_up_exps.weight,60,IQ3_S,Q2_K,0.106,77.26,0,COLD,0.02274,4.66201
blk.33.ffn_up_exps.weight,155,IQ3_S,Q2_K,0.106,77.25,0,COLD,0.02275,4.659961
blk.34.ffn_up_exps.weight,65,IQ3_S,Q2_K,0.106,77.25,0,COLD,0.02275,4.659961
blk.36.ffn_gate_exps.weight,244,IQ3_S,Q2_K,0.106,77.25,0,COLD,0.02275,4.659961
blk.36.ffn_up_exps.weight,85,IQ3_S,Q2_K,0.106,77.25,0,COLD,0.02275,4.659961
blk.36.ffn_up_exps.weight,101,IQ3_S,Q2_K,0.106,77.25,0,COLD,0.02275,4.659961
blk.38.ffn_up_exps.weight,96,IQ3_S,Q2_K,0.106,77.25,0,COLD,0.02275,4.659961
blk.39.ffn_gate_exps.weight,28,IQ3_S,Q2_K,0.106,77.25,0,COLD,0.02275,4.659961
blk.39.ffn_up_exps.weight,56,IQ3_S,Q2_K,0.106,77.25,0,COLD,0.02275,4.659961
blk.17.ffn_gate_exps.weight,39,IQ3_S,Q2_K,0.106,77.24,0,COLD,0.02276,4.657914
blk.34.ffn_up_exps.weight,68,IQ3_S,Q2_K,0.106,77.24,0,COLD,0.02276,4.657914
blk.36.ffn_up_exps.weight,133,IQ3_S,Q2_K,0.106,77.24,0,COLD,0.02276,4.657914
blk.36.ffn_up_exps.weight,240,IQ3_S,Q2_K,0.106,77.24,0,COLD,0.02276,4.657914
blk.37.ffn_up_exps.weight,212,IQ3_S,Q2_K,0.106,77.24,0,COLD,0.02276,4.657914
blk.38.ffn_up_exps.weight,49,IQ3_S,Q2_K,0.106,77.24,0,COLD,0.02276,4.657914
blk.13.ffn_gate_exps.weight,95,IQ3_S,Q2_K,0.106,77.23,0,COLD,0.02277,4.655868
blk.14.ffn_up_exps.weight,144,IQ3_S,Q2_K,0.106,77.23,0,COLD,0.02277,4.655868
blk.28.ffn_gate_exps.weight,49,IQ3_S,Q2_K,0.106,77.23,0,COLD,0.02277,4.655868
blk.28.ffn_up_exps.weight,180,IQ3_S,Q2_K,0.106,77.23,0,COLD,0.02277,4.655868
blk.32.ffn_up_exps.weight,208,IQ3_S,Q2_K,0.106,77.23,0,COLD,0.02277,4.655868
blk.38.ffn_up_exps.weight,158,IQ3_S,Q2_K,0.106,77.23,0,COLD,0.02277,4.655868
blk.39.ffn_gate_exps.weight,60,IQ3_S,Q2_K,0.106,77.23,0,COLD,0.02277,4.655868
blk.39.ffn_up_exps.weight,133,IQ3_S,Q2_K,0.106,77.23,0,COLD,0.02277,4.655868
blk.13.ffn_gate_exps.weight,60,IQ3_S,Q2_K,0.106,77.39,1,COLD,0.02277,4.655491
blk.13.ffn_up_exps.weight,60,IQ3_S,Q2_K,0.106,77.39,1,COLD,0.02277,4.655491
blk.22.ffn_up_exps.weight,217,IQ3_S,Q2_K,0.106,77.39,1,COLD,0.02277,4.655491
blk.23.ffn_gate_exps.weight,55,IQ3_S,Q2_K,0.106,77.22,0,COLD,0.02278,4.653824
blk.32.ffn_up_exps.weight,10,IQ3_S,Q2_K,0.106,77.22,0,COLD,0.02278,4.653824
blk.33.ffn_up_exps.weight,109,IQ3_S,Q2_K,0.106,77.22,0,COLD,0.02278,4.653824
blk.34.ffn_gate_exps.weight,68,IQ3_S,Q2_K,0.106,77.22,0,COLD,0.02278,4.653824
blk.36.ffn_up_exps.weight,233,IQ3_S,Q2_K,0.106,77.22,0,COLD,0.02278,4.653824
blk.37.ffn_up_exps.weight,232,IQ3_S,Q2_K,0.106,77.22,0,COLD,0.02278,4.653824
blk.6.ffn_up_exps.weight,105,IQ3_S,Q2_K,0.106,77.38,1,COLD,0.02278,4.653432
blk.7.ffn_gate_exps.weight,250,IQ3_S,Q2_K,0.106,77.38,1,COLD,0.02278,4.653432
blk.22.ffn_gate_exps.weight,217,IQ3_S,Q2_K,0.106,77.38,1,COLD,0.02278,4.653432
blk.11.ffn_gate_exps.weight,252,IQ3_S,Q2_K,0.106,77.21,0,COLD,0.02279,4.651782
blk.33.ffn_up_exps.weight,113,IQ3_S,Q2_K,0.106,77.21,0,COLD,0.02279,4.651782
blk.33.ffn_up_exps.weight,138,IQ3_S,Q2_K,0.106,77.21,0,COLD,0.02279,4.651782
blk.33.ffn_up_exps.weight,225,IQ3_S,Q2_K,0.106,77.21,0,COLD,0.02279,4.651782
blk.34.ffn_gate_exps.weight,24,IQ3_S,Q2_K,0.106,77.21,0,COLD,0.02279,4.651782
blk.34.ffn_gate_exps.weight,172,IQ3_S,Q2_K,0.106,77.21,0,COLD,0.02279,4.651782
blk.36.ffn_up_exps.weight,220,IQ3_S,Q2_K,0.106,77.21,0,COLD,0.02279,4.651782
blk.38.ffn_gate_exps.weight,8,IQ3_S,Q2_K,0.106,77.21,0,COLD,0.02279,4.651782
blk.6.ffn_up_exps.weight,146,IQ3_S,Q2_K,0.106,77.37,1,COLD,0.02279,4.651376
blk.7.ffn_gate_exps.weight,190,IQ3_S,Q2_K,0.106,77.37,1,COLD,0.02279,4.651376
blk.7.ffn_up_exps.weight,138,IQ3_S,Q2_K,0.106,77.37,1,COLD,0.02279,4.651376
blk.7.ffn_up_exps.weight,190,IQ3_S,Q2_K,0.106,77.37,1,COLD,0.02279,4.651376
blk.7.ffn_up_exps.weight,250,IQ3_S,Q2_K,0.106,77.37,1,COLD,0.02279,4.651376
blk.9.ffn_up_exps.weight,99,IQ3_S,Q2_K,0.106,77.37,1,COLD,0.02279,4.651376
blk.9.ffn_up_exps.weight,216,IQ3_S,Q2_K,0.106,77.37,1,COLD,0.02279,4.651376
blk.10.ffn_up_exps.weight,148,IQ3_S,Q2_K,0.106,77.37,1,COLD,0.02279,4.651376
blk.12.ffn_up_exps.weight,177,IQ3_S,Q2_K,0.106,77.37,1,COLD,0.02279,4.651376
blk.17.ffn_up_exps.weight,77,IQ3_S,Q2_K,0.106,77.37,1,COLD,0.02279,4.651376
blk.20.ffn_up_exps.weight,10,IQ3_S,Q2_K,0.106,77.37,1,COLD,0.02279,4.651376
blk.33.ffn_up_exps.weight,22,IQ3_S,Q2_K,0.106,77.2,0,COLD,0.0228,4.649742
blk.36.ffn_gate_exps.weight,163,IQ3_S,Q2_K,0.106,77.2,0,COLD,0.0228,4.649742
blk.36.ffn_gate_exps.weight,226,IQ3_S,Q2_K,0.106,77.2,0,COLD,0.0228,4.649742
blk.36.ffn_gate_exps.weight,233,IQ3_S,Q2_K,0.106,77.2,0,COLD,0.0228,4.649742
blk.38.ffn_up_exps.weight,21,IQ3_S,Q2_K,0.106,77.2,0,COLD,0.0228,4.649742
blk.38.ffn_up_exps.weight,65,IQ3_S,Q2_K,0.106,77.2,0,COLD,0.0228,4.649742
blk.39.ffn_gate_exps.weight,43,IQ3_S,Q2_K,0.106,77.2,0,COLD,0.0228,4.649742
blk.39.ffn_gate_exps.weight,56,IQ3_S,Q2_K,0.106,77.2,0,COLD,0.0228,4.649742
blk.6.ffn_gate_exps.weight,105,IQ3_S,Q2_K,0.106,77.36,1,COLD,0.0228,4.649322
blk.6.ffn_gate_exps.weight,146,IQ3_S,Q2_K,0.106,77.36,1,COLD,0.0228,4.649322
blk.7.ffn_gate_exps.weight,138,IQ3_S,Q2_K,0.106,77.36,1,COLD,0.0228,4.649322
blk.7.ffn_up_exps.weight,20,IQ3_S,Q2_K,0.106,77.36,1,COLD,0.0228,4.649322
blk.9.ffn_gate_exps.weight,99,IQ3_S,Q2_K,0.106,77.36,1,COLD,0.0228,4.649322
blk.9.ffn_gate_exps.weight,216,IQ3_S,Q2_K,0.106,77.36,1,COLD,0.0228,4.649322
blk.11.ffn_gate_exps.weight,119,IQ3_S,Q2_K,0.106,77.36,1,COLD,0.0228,4.649322
blk.12.ffn_gate_exps.weight,72,IQ3_S,Q2_K,0.106,77.36,1,COLD,0.0228,4.649322
blk.12.ffn_up_exps.weight,72,IQ3_S,Q2_K,0.106,77.36,1,COLD,0.0228,4.649322
blk.17.ffn_up_exps.weight,138,IQ3_S,Q2_K,0.106,77.36,1,COLD,0.0228,4.649322
blk.32.ffn_up_exps.weight,163,IQ3_S,Q2_K,0.106,77.19,0,COLD,0.02281,4.647704
blk.37.ffn_gate_exps.weight,212,IQ3_S,Q2_K,0.106,77.19,0,COLD,0.02281,4.647704
blk.37.ffn_up_exps.weight,179,IQ3_S,Q2_K,0.106,77.19,0,COLD,0.02281,4.647704
blk.37.ffn_up_exps.weight,252,IQ3_S,Q2_K,0.106,77.19,0,COLD,0.02281,4.647704
blk.39.ffn_up_exps.weight,20,IQ3_S,Q2_K,0.106,77.19,0,COLD,0.02281,4.647704
blk.39.ffn_up_exps.weight,24,IQ3_S,Q2_K,0.106,77.19,0,COLD,0.02281,4.647704
blk.10.ffn_gate_exps.weight,148,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.11.ffn_gate_exps.weight,113,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.11.ffn_up_exps.weight,113,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.11.ffn_up_exps.weight,119,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.11.ffn_up_exps.weight,212,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.12.ffn_gate_exps.weight,177,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.13.ffn_up_exps.weight,73,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.14.ffn_gate_exps.weight,25,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.14.ffn_up_exps.weight,45,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.16.ffn_gate_exps.weight,113,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.21.ffn_up_exps.weight,133,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.23.ffn_gate_exps.weight,139,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.23.ffn_up_exps.weight,139,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.28.ffn_up_exps.weight,9,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.37.ffn_up_exps.weight,189,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.39.ffn_up_exps.weight,102,IQ3_S,Q2_K,0.106,77.35,1,COLD,0.02281,4.647269
blk.9.ffn_gate_exps.weight,142,IQ3_S,Q2_K,0.106,77.18,0,COLD,0.02282,4.645667
blk.35.ffn_gate_exps.weight,48,IQ3_S,Q2_K,0.106,77.18,0,COLD,0.02282,4.645667
blk.39.ffn_gate_exps.weight,20,IQ3_S,Q2_K,0.106,77.18,0,COLD,0.02282,4.645667
blk.39.ffn_up_exps.weight,191,IQ3_S,Q2_K,0.106,77.18,0,COLD,0.02282,4.645667
blk.6.ffn_gate_exps.weight,234,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.6.ffn_up_exps.weight,234,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.9.ffn_up_exps.weight,174,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.10.ffn_gate_exps.weight,180,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.11.ffn_gate_exps.weight,212,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.13.ffn_gate_exps.weight,223,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.13.ffn_up_exps.weight,223,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.14.ffn_up_exps.weight,25,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.14.ffn_up_exps.weight,42,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.15.ffn_up_exps.weight,253,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.16.ffn_up_exps.weight,113,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.17.ffn_gate_exps.weight,3,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.17.ffn_gate_exps.weight,138,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.18.ffn_up_exps.weight,200,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.26.ffn_up_exps.weight,82,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.26.ffn_up_exps.weight,89,IQ3_S,Q2_K,0.106,77.34,1,COLD,0.02282,4.645218
blk.16.ffn_up_exps.weight,105,IQ3_S,Q2_K,0.106,77.17,0,COLD,0.02283,4.643632
blk.29.ffn_gate_exps.weight,39,IQ3_S,Q2_K,0.106,77.17,0,COLD,0.02283,4.643632
blk.32.ffn_up_exps.weight,97,IQ3_S,Q2_K,0.106,77.17,0,COLD,0.02283,4.643632
blk.37.ffn_gate_exps.weight,70,IQ3_S,Q2_K,0.106,77.17,0,COLD,0.02283,4.643632
blk.38.ffn_up_exps.weight,218,IQ3_S,Q2_K,0.106,77.17,0,COLD,0.02283,4.643632
blk.39.ffn_up_exps.weight,234,IQ3_S,Q2_K,0.106,77.17,0,COLD,0.02283,4.643632
blk.0.ffn_down_exps.weight,130,Q3_K,Q2_K,0.106,78.55,9,WARM,0.02283,4.643248
blk.7.ffn_gate_exps.weight,20,IQ3_S,Q2_K,0.106,77.33,1,COLD,0.02283,4.643169
blk.10.ffn_up_exps.weight,180,IQ3_S,Q2_K,0.106,77.33,1,COLD,0.02283,4.643169
blk.13.ffn_gate_exps.weight,73,IQ3_S,Q2_K,0.106,77.33,1,COLD,0.02283,4.643169
blk.14.ffn_gate_exps.weight,42,IQ3_S,Q2_K,0.106,77.33,1,COLD,0.02283,4.643169
blk.14.ffn_up_exps.weight,95,IQ3_S,Q2_K,0.106,77.33,1,COLD,0.02283,4.643169
